link_id,name,road_type,observed_traffic_volume,simulated_traffic_volume,geh,rel_error,quality
169019464,20037_A100_West,motorway,2398.5286705574267,4900.0,41.408821273550565,2.0429190862501643,major over
206802936,21881_A111_Nord,motorway,2304.006825507632,4400.0,36.202422957812445,1.90971656476346,major over
231121695,21904_A111_Süd,motorway,2907.581640637215,6000.0,46.33757853064363,2.0635706031920953,major over
24599308,21908_A111_Süd,motorway,4009.9281871345042,8100.0,52.56239520866105,2.0199862995023516,major over
28658008,20029_A111_Nord,motorway,3702.656099170622,6500.0,39.16555046553968,1.7554965478581632,major over
292525973,21830_A113_Süd,motorway,1600.097571847507,9600.0,106.90272725122861,5.999634127883611,major over
292526261,21862_A113_Nord,motorway,4098.561182431225,9100.0,61.56681163329252,2.220291364444625,major over
292526264,21824_A113_Süd,motorway,4271.810841406117,10900.0,76.10114343457681,2.5516111093561755,major over
292532871,21866_A113_Nord,motorway,3211.5917784708486,8500.0,69.10858589527034,2.6466626477812034,major over
313175264,20476_A115_Nord,motorway,3199.952709645911,4600.0,22.418766745512823,1.4375212440277,major over
322543975,20454_A100_Nord,motorway,7066.573892854476,7500.0,5.078685934501364,1.0613346883110912,ok
427577078,20094_A100_Süd,motorway,6420.307131827622,9800.0,37.528628778036214,1.5264067277121534,major over
429447291,20425_A100_Süd,motorway,5800.012687500001,7000.0,14.999833972252075,1.2068939116437059,over
4396831,20028_A111_Süd,motorway,3204.5127609585224,6800.0,50.83639883593448,2.122007464862149,major over
4446340,20431_A100_Süd,motorway,5704.318011550633,10200.0,50.414220348336364,1.788119101941037,major over
4446448,20429_A100_Süd,motorway,7507.32785966407,10200.0,28.61685879203915,1.358672511800546,over
4537044,21871_A111_Nord,motorway,3406.7460468351346,6300.0,41.53026662136338,1.8492719778313669,major over
81629728,10000_A115_Südwest,motorway,2399.999571428571,3300.0,16.858553270129097,1.3750002455357584,over
83708562,21821_A113_Süd,motorway,3588.8054036633403,9200.0,70.17062400255688,2.5635271253796397,major over
859443411,21818_A113_Süd,motorway,3900.9734953871957,9600.0,69.3638407139282,2.460924179913491,major over
860314546,21864_A113_Nord,motorway,4801.225289283122,9200.0,52.573113236124705,1.9161775267108254,major over
92093054,20474_A115_Nord,motorway,3001.074032336916,4900.0,30.212034068205767,1.6327487916665633,major over
138554955,20112_A100_Nord,motorway_link,900.0771005543237,2000.0,28.885006497798987,2.222031866790384,major over
138554957,20115_A100_Nord,motorway_link,99.48280497004826,300.0,14.187882179565412,3.015596515300532,major over
138611863,20080_A100_Süd,motorway_link,99.4698837699706,400.0,19.017277496258053,4.021317657563784,major over
145586634,21858_A113_Nord,motorway_link,497.4030287994266,1000.0,18.368153974478858,2.0104421205751066,major over
146511467,21856_A113_Nord,motorway_link,198.85193814460482,100.0,8.086715198832483,0.5028867253347069,major under
16867992,21891_A111_Nord,motorway_link,192.6753378554686,3800.0,80.73618614672235,19.72229576600245,major over
169762617,20442_A100_Süd,motorway_link,690.4978085358263,2300.0,41.62313867402149,3.330930194951756,major over
19791220,21820_A113_Süd,motorway_link,399.82123094901993,400.0,0.008939451415587055,1.0004471224565932,ok
206579084,21828_A113_Süd,motorway_link,195.84099882592503,0.0,19.79095747183168,0.0,major under
206579088,21861_A113_Nord,motorway_link,592.3340822346564,700.0,4.235511308511878,1.1817655289379265,ok
215668793,21894_A111_Süd,motorway_link,96.81878941395054,2100.0,60.44190147275885,21.690004726473195,major over
215668794,21886_A111_Nordwest,motorway_link,296.3940408084281,1000.0,27.636051535301903,3.373886996082833,major over
24601122,21910_A111_Süd,motorway_link,398.27730574712666,2700.0,58.480066071024325,6.779196205857328,major over
24844237,20437_A100_Süd,motorway_link,198.96700070409833,100.0,8.094569929071744,0.5025959060855472,major under
24911057#0,20068_A100_Süd,motorway_link,199.66745972982835,400.0,11.569411128847115,2.0033309410619196,major over
322543974,20117_A100_Nord,motorway_link,199.8500554466764,400.0,11.557106631175708,2.0015005705451365,major over
322543978,20488_A115_Nord,motorway_link,591.9784918045602,300.0,13.825748979184652,0.5067751686138017,major under
334005618#0,20104_A100_Nord,motorway_link,1196.573612427331,500.0,23.916391960859006,0.41785979133010964,major under
341989111,20075_A100_Süd,motorway_link,598.0150481526995,2200.0,42.830032815791014,3.678837191130755,major over
427691675,20093_A100_Süd,motorway_link,599.9250059008657,800.0,7.562326519793142,1.3335000077196242,over
4354349,10001_A115_Nordost,motorway_link,2499.9996093749996,2600.0,1.9803028973198427,1.0400001625000255,ok
4388960,20472_A115_Süd,motorway_link,770.7596835254589,0.0,39.262187497016996,0.0,major under
4389160,20489_A100_Nord,motorway_link,296.68365336253567,400.0,5.535619471084819,1.3482374086556628,over
4392641,20459_A100_Nord,motorway_link,681.6705048254856,2500.0,45.58899100993635,3.6674610127660205,major over
4395534,20067_A100_Süd,motorway_link,198.30604681341842,600.0,20.10599557412074,3.0256263469591835,major over
4396104,20438_A100_Süd,motorway_link,899.6320483815966,2200.0,33.03133937073698,2.4454442279571023,major over
4397803,20120_A100_Nord,motorway_link,299.7787717294901,400.0,5.357896709491241,1.3343172956921248,over
4401026,20077_A100_Süd,motorway_link,700.4424581339714,1700.0,28.852081366308806,2.427037339411036,major over
4401029,20113_A100_Nord,motorway_link,599.5681839927338,100.0,26.71128275394193,0.16678670194616582,major under
4409964,21877_A111_Nord,motorway_link,796.5270140232084,1900.0,30.052064744263184,2.385355382240231,major over
4434508#0,20464_A100_Nord,motorway_link,497.3828485823012,400.0,4.5973608120327425,0.8042094759401672,ok
4434509#0,20436_A100_Süd,motorway_link,199.03796045396996,100.0,8.099412629427091,0.5024167237843369,major under
4434515#0,20435_A100_Süd,motorway_link,299.2918991792869,300.0,0.04090636526354448,1.0023659204363862,ok
4493097,20102_A100_Nord,motorway_link,794.0961791007807,700.0,3.442688342585991,0.8815053118536178,ok
4493099,20106_A100_Nord,motorway_link,592.0796955111259,1600.0,30.444792770539184,2.702338911687834,major over
4493101,20148_A100_West,motorway_link,198.99543158971483,600.0,20.06282893000741,3.0151445950632128,major over
459204701,20458_A100_Nord,motorway_link,198.74724567391613,0.0,19.93726388820272,0.0,major under
462324788,20445_A100_Süd,motorway_link,498.720169994128,900.0,15.173889247405086,1.8046192116324404,major over
4706700,20470_A115_Süd,motorway_link,1205.306291465167,3600.0,48.8544843297075,2.9867926729427836,major over
617342815,20081_A100_Süd,motorway_link,198.7057260504201,0.0,19.935181265813466,0.0,major under
66289206,20125_A100_Nord,motorway_link,298.6540901211498,500.0,10.075774739762311,1.674177640752128,major over
-102945288#3,20352_Heerstrasse (B2/5)_West,primary,299.99948108108106,8500.0,123.61966274468598,28.333382342427118,major over
-110785555#2,10284_Leipziger Strasse_West,primary,1700.0036559139787,2800.0,23.189949681084766,1.6470552814750428,major over
-142893419,10048_Malchower Chaussee_Süd,primary,500.0003664921467,4100.0,75.06517842835328,8.1999939895332,major over
-20164470,20366_Heerstrasse (B2/5)_Ost,primary,1194.5197086554224,7400.0,94.6628537012664,6.194958481120083,major over
-32936807#5,10535_Potsdamer Strasse_Nord,primary,599.9990673575129,1700.0,32.437264432806955,2.833337737485257,major over
-331762097,20358_Heerstrasse (B2/5)_Ost,primary,1395.8726017372153,7300.0,89.53939046492111,5.229703621172074,major over
-340966775#7,20362_Heerstrasse (B2/5)_Ost,primary,1793.5055858298333,7400.0,82.69244241288996,4.125997743450634,major over
-43660343,10386_Koepenicker Strasse_Nordost,primary,1300.0001340206186,1800.0,12.700009021365636,1.3846152418715452,over
-4396109,10531_Leipziger Platz_West,primary,1700.0012331606226,3400.0,33.66498797095487,1.9999985492238492,major over
-4474789#1,20370_Heerstrasse (B2/5)_Ost,primary,1699.3904543151352,7600.0,86.53357253604464,4.472191767761133,major over
-4906395#0,20374_Heerstrasse (B2/5)_Ost,primary,1786.175833333333,7600.0,84.86576840171628,4.254900250115354,major over
102945288#0,20354_Heerstrasse (B2/5)_Ost,primary,399.8494477085782,7400.0,112.09320022253044,18.506965665220406,major over
1067561757,10553_Tempelhofer Damm_Nord,primary,1200.000227848101,3700.0,50.507621450091364,3.083332747890407,major over
1083449372#0,10367_Karl-Marx-Allee_West,primary,499.998984375,5900.0,95.4594409883638,11.800023968798687,major over
1083602357#0,10318_Frankfurter Allee_Ost,primary,1000.0010362694303,3100.0,46.38121220267881,3.099996787568095,major over
1100552764#1,10112_Hauptstrasse_Südwest,primary,800.0005473684212,2100.0,34.13965494703783,2.624998203948597,major over
1101002048#3,10014_Mariendorfer Damm_Nord,primary,1300.00040625,3500.0,44.907301758107465,2.6923068509618013,major over
1101008029#0,10323_Koenigin-Elisabeth-Strasse_Süd,primary,700.0012395833335,1900.0,33.28196945985596,2.7142809077466064,major over
1101404246#0,10473_Mollstrasse_Südost,primary,1399.9984123711345,2100.0,16.733242277439114,1.5000017010328563,major over
110450332,10536_Potsdamer Strasse_Süd,primary,700.0002565445026,2900.0,51.854489392564915,4.142855624533092,major over
1107424997#0,10041_Muellerstrasse_Süd,primary,400.0006424870466,3900.0,75.48292174701238,9.749984339403394,major over
1116279078#0,10021_Roedernallee_Nord,primary,700.0002565445027,3200.0,56.613844035593345,4.571426896036515,major over
1117976084,10012_Mariendorfer Damm_Süd,primary,1000.0017368421052,3000.0,44.721311003794725,2.9999947894827343,major over
120230741#5,10039_Seestrasse_Ost,primary,1499.9980833333334,3900.0,46.188066618394245,2.6000033222264674,major over
142161212#0,10542_Dominicusstrasse_Nordwest,primary,1100.0008249999998,1500.0,11.093979283019149,1.363635340909858,over
142893419,10049_Malchower Chaussee_Nord,primary,499.9998167539268,4900.0,84.67804444446922,9.800003591624352,major over
149843726#1,10179_Potsdamer Strasse_Ost,primary,800.000580310881,3200.0,53.66561459100681,3.9999970984477,major over
153021545,10230_Adlergestell_Nord,primary,700.0005894736843,1500.0,24.120886561414657,2.142855338347384,major over
156350680#11,10013_Lichtenrader Damm_Nord,primary,900.0015401069516,2700.0,42.42636149536732,2.9999948663189464,major over
168515533#0,10157_Leipziger Strasse_West,primary,1800.0046632124358,3600.0,34.64091145059995,1.9999948186662722,major over
172655510#0,10540_Dominicusstrasse_Nordwest,primary,799.9997000000001,1700.0,25.455854135348375,2.1250007968752986,major over
195387461,10317_Stralauer Allee_Ost,primary,700.0000429447853,600.0,3.9223243224108297,0.857142804557409,ok
24912850,10182_Hofjaegerallee_Nord,primary,1499.998184210526,4400.0,53.393369485693874,2.9333368842148255,major over
25042039,10533_Potsdamer Strasse_Süd,primary,700.0014218750002,2700.0,48.507080378938625,3.8571350223373417,major over
25121294#0,10266_Potsdamer Strasse_Nordost,primary,499.99974452554744,1700.0,36.18137115295263,3.400001737227165,major over
25205082#3,10543_Dominicusstrasse_Südost,primary,1400.001925,2800.0,30.550455624949784,1.9999972500037813,major over
25217541#0,10248_Muellerstrasse (Weddingplatz)_Südost,primary,1000.0014507772021,7100.0,95.85222118011508,7.099989699496809,major over
25767087#0,10051_Landsberger Allee_West,primary,1500.0005000000003,4600.0,56.13215119228893,3.0666656444447846,major over
270282145#2,10026_Adlergestell_Nordwest,primary,1699.9991729729732,1900.0,4.714065242604779,1.1176476025439845,ok
28497759#0,10541_Dominicusstrasse_Südost,primary,600.0015000000002,2900.0,54.98046839099614,4.833321250030207,major over
296599839,10459_Mollstrasse_Südost,primary,500.00091160220995,3800.0,71.16960311015465,7.599986143671671,major over
299056719,10267_Schoeneberger Ufer_Ost,primary,1000.0002590673575,3500.0,52.70462069073725,3.4999990932644836,major over
30150687,10201_Maerkische Allee_Süd,primary,899.9989740932643,800.0,3.4299375494796123,0.8888899021312643,ok
309600202,10121_Klingelhoefer Strasse_Süd,primary,1200.0014042553187,2100.0,22.15642909177037,1.7499979521300566,major over
309600204,10120_Klingelhoefer Strasse_Nord,primary,1200.0019893048127,2000.0,19.9999440508205,1.6666639037478959,major over
31065726,10202_Maerkische Allee_Nord,primary,1299.999932642487,200.0,40.16631932599803,0.15384616181745758,major under
318665540#7,10148_Tempelhofer Damm_Süd,primary,1400.0013125000003,4200.0,52.91499521639762,2.999997187502636,major over
32035261#5,10279_Prenzlauer Promenade_Süd,primary,800.0009948186529,1400.0,18.09064658954789,1.749997823836903,major over
327627453#1,10551_Tempelhofer Damm_Nord,primary,1000.0011612903226,4300.0,64.10483733363263,4.299995006457412,major over
32936807#0,10534_Potsdamer Strasse_Süd,primary,700.0001481481479,2300.0,41.31181751433219,3.2857135903251673,major over
331762097,20356_Heerstrasse (B2/5)_West,primary,1498.5074871727568,8600.0,99.93923837961555,5.739043730923008,major over
33301683,10283_Grunerstrasse_Nordost,primary,700.0005614973261,4700.0,76.98002108369987,6.714280328499355,major over
338573434#0,10140_Landsberger Allee_Ost,primary,900.0016844919787,5000.0,75.48707687760331,5.5555451574763834,major over
356359316#0,10530_Leipziger Strasse_Ost,primary,1699.9986787564767,2500.0,17.45746279667698,1.4705893782392303,major over
36920052#0,10316_Stralauer Allee_Nordwest,primary,900.0016787564768,1600.0,19.798935743302575,1.7777744617217868,major over
375311156#0,10301_Leipziger Strasse_Ost,primary,1899.9997046632127,2600.0,14.757302457962421,1.3684212653395476,over
39839437#0,10242_Hallesches Ufer_Nordwest,primary,900.0003264248707,5500.0,81.31727199227356,6.111108894646744,major over
414866491#0,10256_Grabbeallee_Nord,primary,400.00077486911,1100.0,25.56035112071372,2.7499946727851885,major over
41954398#0,10135_Danziger Strasse_Ost,primary,399.9999585492228,900.0,19.61161545231192,2.250000233160646,major over
420497875#2,10042_Markstrasse_Süd,primary,400.00008421052644,2300.0,51.711447027086095,5.7499987894739375,major over
4395057#0,10550_Tempelhofer Damm_Süd,primary,900.0017999999999,3700.0,58.38398698043355,4.111102888905334,major over
4401920#0,10116_Hallesches Ufer_West,primary,799.9992953367874,3400.0,56.73667159792319,4.250003743526614,major over
450221283#0,10257_Grabbeallee_Süd,primary,200.00015544041446,1500.0,44.58962476695196,7.499994170988988,major over
