link_id,name,road_type,observed_traffic_volume,simulated_traffic_volume,geh,rel_error,quality
169019464,20037_A100_West,motorway,2398.5286705574267,4300.0,32.856028686256515,1.7927657287501444,major over
206802936,21881_A111_Nord,motorway,2304.006825507632,3300.0,18.815771584406743,1.432287423572595,major over
231121695,21904_A111_Süd,motorway,2907.581640637215,5900.0,45.092983404060895,2.0291777598055605,major over
24599308,21908_A111_Süd,motorway,4009.9281871345042,8300.0,54.68293295374707,2.0698625044283356,major over
28658008,20029_A111_Nord,motorway,3702.656099170622,5500.0,26.496565473727948,1.4854201558799844,major over
292525973,21830_A113_Süd,motorway,1600.097571847507,8700.0,98.93425979810156,5.437168428394522,major over
292526261,21862_A113_Nord,motorway,4098.561182431225,9000.0,60.56570644447371,2.195892558241937,major over
292526264,21824_A113_Süd,motorway,4271.810841406117,10000.0,67.80985385086605,2.340927623262546,major over
292532871,21866_A113_Nord,motorway,3211.5917784708486,8200.0,66.03951428960782,2.5532510249183376,major over
313175264,20476_A115_Nord,motorway,3199.952709645911,4400.0,19.4673982537459,1.3750203203743219,over
322543975,20454_A100_Nord,motorway,7066.573892854476,6700.0,4.418385391338438,0.9481256548912415,ok
427577078,20094_A100_Süd,motorway,6420.307131827622,8900.0,28.332125368470187,1.3862265180243025,over
429447291,20425_A100_Süd,motorway,5800.012687500001,7200.0,17.364696999783522,1.241376594833526,over
4396831,20028_A111_Süd,motorway,3204.5127609585224,7000.0,53.135698851550615,2.1844194491228004,major over
4446340,20431_A100_Süd,motorway,5704.318011550633,9300.0,41.513384533186034,1.6303438870638867,major over
4446448,20429_A100_Süd,motorway,7507.32785966407,9100.0,17.477990595914402,1.2121490056259774,over
4537044,21871_A111_Nord,motorway,3406.7460468351346,5200.0,27.336146946274926,1.5263832197973188,major over
81629728,10000_A115_Südwest,motorway,2399.999571428571,3000.0,11.547014089868368,1.2500002232143257,over
83708562,21821_A113_Süd,motorway,3588.8054036633403,8800.0,66.21213213068272,2.452069424276177,major over
859443411,21818_A113_Süd,motorway,3900.9734953871957,9100.0,64.483572905052,2.332751045542997,major over
860314546,21864_A113_Nord,motorway,4801.225289283122,9000.0,50.54506367145458,1.8745214935214596,major over
92093054,20474_A115_Nord,motorway,3001.074032336916,4600.0,25.936171689995,1.5327845799318758,major over
138554955,20112_A100_Nord,motorway_link,900.0771005543237,2200.0,33.01766407298325,2.444235053469422,major over
138554957,20115_A100_Nord,motorway_link,99.48280497004826,400.0,19.016213882748684,4.020795353734043,major over
138611863,20080_A100_Süd,motorway_link,99.4698837699706,500.0,23.13483942905075,5.02664707195473,major over
145586634,21858_A113_Nord,motorway_link,497.4030287994266,1100.0,21.322331473010347,2.2114863326326173,major over
146511467,21856_A113_Nord,motorway_link,198.85193814460482,100.0,8.086715198832483,0.5028867253347069,major under
16867992,21891_A111_Nord,motorway_link,192.6753378554686,4200.0,85.50765062803893,21.798326899265867,major over
169762617,20442_A100_Süd,motorway_link,690.4978085358263,2000.0,35.70301612580502,2.8964610390884835,major over
19791220,21820_A113_Süd,motorway_link,399.82123094901993,300.0,5.33635068429157,0.750335341842445,under
206579084,21828_A113_Süd,motorway_link,195.84099882592503,200.0,0.2956266989085425,1.0212366215399653,ok
206579088,21861_A113_Nord,motorway_link,592.3340822346564,800.0,7.870611875715929,1.350589175929059,over
215668793,21894_A111_Süd,motorway_link,96.81878941395054,2600.0,68.16813390426938,26.85429156610967,major over
215668794,21886_A111_Nordwest,motorway_link,296.3940408084281,900.0,24.67921809898246,3.0364982964745497,major over
24601122,21910_A111_Süd,motorway_link,398.27730574712666,2700.0,58.480066071024325,6.779196205857328,major over
24844237,20437_A100_Süd,motorway_link,198.96700070409833,0.0,19.94828316944084,0.0,major under
24911057#0,20068_A100_Süd,motorway_link,199.66745972982835,300.0,6.347698230061172,1.5024982057964398,major over
322543974,20117_A100_Nord,motorway_link,199.8500554466764,500.0,16.045407995674474,2.5018757131814207,major over
322543978,20488_A115_Nord,motorway_link,591.9784918045602,200.0,19.69792781987419,0.3378501124092011,major under
334005618#0,20104_A100_Nord,motorway_link,1196.573612427331,500.0,23.916391960859006,0.41785979133010964,major under
341989111,20075_A100_Süd,motorway_link,598.0150481526995,2100.0,40.89388728209135,3.5116173188066298,major over
427691675,20093_A100_Süd,motorway_link,599.9250059008657,900.0,10.957463465879258,1.5001875086845773,major over
4354349,10001_A115_Nordost,motorway_link,2499.9996093749996,2500.0,7.812500312451757E-6,1.0000001562500245,ok
4388960,20472_A115_Süd,motorway_link,770.7596835254589,0.0,39.262187497016996,0.0,major under
4389160,20489_A100_Nord,motorway_link,296.68365336253567,300.0,0.19200071507121183,1.0111780564917472,ok
4392641,20459_A100_Nord,motorway_link,681.6705048254856,2500.0,45.58899100993635,3.6674610127660205,major over
4395534,20067_A100_Süd,motorway_link,198.30604681341842,600.0,20.10599557412074,3.0256263469591835,major over
4396104,20438_A100_Süd,motorway_link,899.6320483815966,2100.0,30.99526809105764,2.3342876721408703,major over
4397803,20120_A100_Nord,motorway_link,299.7787717294901,200.0,6.311960154506635,0.6671586478460624,under
4401026,20077_A100_Süd,motorway_link,700.4424581339714,2200.0,39.37730651995117,3.1408718510025175,major over
4401029,20113_A100_Nord,motorway_link,599.5681839927338,400.0,8.92688810578237,0.6671468077846633,under
4409964,21877_A111_Nord,motorway_link,796.5270140232084,1900.0,30.052064744263184,2.385355382240231,major over
4434508#0,20464_A100_Nord,motorway_link,497.3828485823012,700.0,8.28084559192927,1.4073665828952926,major over
4434509#0,20436_A100_Süd,motorway_link,199.03796045396996,100.0,8.099412629427091,0.5024167237843369,major under
4434515#0,20435_A100_Süd,motorway_link,299.2918991792869,400.0,5.385799171881159,1.3364878939151816,over
4493097,20102_A100_Nord,motorway_link,794.0961791007807,800.0,0.20911775675211494,1.0074346421184204,ok
4493099,20106_A100_Nord,motorway_link,592.0796955111259,1000.0,14.457989970752202,1.6889618198048961,major over
4493101,20148_A100_West,motorway_link,198.99543158971483,600.0,20.06282893000741,3.0151445950632128,major over
459204701,20458_A100_Nord,motorway_link,198.74724567391613,0.0,19.93726388820272,0.0,major under
